,date,title,cat1,cat2,url,categories,children,hate_speech,health_disinfo,political_disinfo,safety
130,"March 31, 2022",FC Bayern Develops an “Entertainment-First” Reels Strategy to Engage Prospective Fans,SUCCESS STORIES,,https://www.facebook.com/formedia/success-stories/BayernReels,[],0,0,0,0,0
131,"March 31, 2022",Meta and Abraji announce the 80 journalists selected for the mentoring and grant support phase of the Accelerating Digital Transformation Program.,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/abraji-program-grant-selected-journalists,[],0,0,0,0,0
132,"March 29, 2022","Learn how Bondi Rescue grew followers, engagement and revenue",SUCCESS STORIES,,https://www.facebook.com/formedia/success-stories/bondi-rescue-video-strategy,[],0,0,0,0,0
133,"March 29, 2022",Broadcast Giants Telemundo and TelevisaUnivision Launch Fact-Checking Services on WhatsApp | Meta Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/telemundo-televisaunivision-whatsapp-fact-check-program,[],0,0,0,0,0
134,"March 28, 2022",15 Publishers Join the Meta Spain Audience Development Accelerator Challenge,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/Accelerator-Challenge-Spain-2022,[],0,0,0,0,0
135,"March 28, 2022","1,000+ Bangladeshi journalists trained in Facebook fundamentals",PROGRAM IMPACT,,https://www.facebook.com/formedia/blog/Facebook-Fundamentals-Bangladesh-BigSpring-CIR-CCAB,[],0,0,0,0,0
136,"March 25, 2022",Drive Reach Without Watchbait,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/drive-reach-without-watchbait,[],0,0,0,0,0
137,"March 25, 2022",Latin America newsrooms can apply to the Digital Video Masterclass series,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/video-master-class-latam,[],0,0,0,0,0
138,"March 22, 2022",15 digital initiatives selected for the mentoring and grant phase of the Accelerating Digital Transformation program in partnership with Ajor,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/ajor-mentoring-grant-program,[],0,0,0,0,0
139,"March 22, 2022","This Month in Reels: hair love, humor and dance inspo | Meta for Creators",ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/this-month-in-reels-march,[],0,0,0,0,0
140,"March 21, 2022","Reels Star Search: Remix, Collabs and celebrating your individuality",SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/reels-star-search-jene-josh-boys-world,[],0,0,0,0,0
141,"March 17, 2022",Reuters and Meta expand e-Learning Course for Journalists,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/reuters-digital-journalism-course,[],0,0,0,0,0
142,"March 10, 2022",Creators drive engagement on Facebook with live video,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/engagement-on-facebook-with-live-video,[],0,0,0,0,0
143,"March 7, 2022",The Month in Review for February 2022,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/the-month-in-review-february,[],0,0,0,0,0
144,"March 4, 2022",Meta and ICFJ launch free Digital Security course for journalists and human rights defenders | Meta Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/meta-announces-digital-security-course,[],0,0,0,0,0
145,"March 1, 2022",54 Publishers and Independent Journalists Receive Grants From AU$15 Million Facebook Australian News Fund,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/meta-announces-recipients-of-australia-news-fund,[],0,0,0,0,0
146,"February 18, 2022",25 Newsrooms in Brazil join The Accelerating Digital Transformation Program mentorship and grant phase.,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/aner-anj-mentoring-grant-program,[],0,0,0,0,0
147,"February 15, 2022",Newsrooms in Latin America can apply to News Product Design Sprint Latam | Meta Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/news-product-design-sprint-latam,[],0,0,0,0,0
148,"February 14, 2022",First scaled video masterclass series launches with 12 newsrooms from Indonesia and the Philippines,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/first-scaled-video-masterclass-series-launches-with-newsrooms-from-indonesia-and-the-philippines,[],0,0,0,0,0
149,"February 14, 2022",Meta and ICFJ launch Journalism Ethics Training in the Middle East and North Africa,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/Journalism-Ethics-In-MENA,[],0,0,0,0,0
150,"February 10, 2022",6 Creator Studio tools that help optimize Facebook video,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/6-tools-you-should-know-video,[],0,0,0,0,0
151,"February 8, 2022",The Month in Review for January 2022,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/the-month-in-review-january,[],0,0,0,0,0
152,"February 1, 2022",Apply to the Spain Audience Development Accelerator Challenge | Meta Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/spain-audience-development-2022,[],0,0,0,0,0
153,"February 1, 2022",13 Publishers Join the Meta Aotearoa Audience Development Accelerator,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/new-zealand-challenge-2022-participants,[],0,0,0,0,0
154,"January 28, 2022",How Literally Media Grew Their Business with In-Stream Ads and Instant Articles,BEST PRACTICES,,https://www.facebook.com/formedia/blog/literally-media-video-success,[],0,0,0,0,0
155,"January 19, 2022",Introducing Instagram Subscriptions: Helping creators earn recurring monthly income | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/instagram-subscriptions,[],0,0,0,0,0
156,"January 13, 2022",Safety Tips for Journalists,BEST PRACTICES,,https://www.facebook.com/formedia/blog/safety-tips-for-journalists,[],0,0,0,0,0
157,"January 11, 2022",How HYBE Reaches Young Adults Worldwide,SUCCESS STORIES,,https://www.facebook.com/formedia/success-stories/hybe-bts-seventeen-txt,[],0,0,0,0,0
158,"January 10, 2022",300+ Sri Lankan journalists trained on Facebook fundamentals,PROGRAM IMPACT,,https://www.facebook.com/formedia/blog/300-Sri-Lankan-Journalists-Trained-on-Facebook-Fundamentals,[],0,0,0,0,0
159,"January 4, 2022",Finding longevity on Instagram: Sergio Ines celebrates 10 years of success as a creator | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/Sergio-Ines-celebrates-10-years-of-success-on-instagram,[],0,0,0,0,0
160,"December 27, 2021",Learn How Donnalyn Earned Over 7 Million Followers in One Year,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/donnalyn-bartolome-content-strategy,[],0,0,0,0,0
161,"December 23, 2021",FoodMakers build a robust video content strategy and becomes hugely popular on Facebook,SUCCESS STORIES,,https://www.facebook.com/formedia/success-stories/foodmakers-masters-facebook-tools,[],0,0,0,0,0
162,"December 23, 2021",How MisThy and Linh Ngoc Dam Went from Gamers to Lifestyle Creators,SUCCESS STORIES,,https://www.facebook.com/formedia/success-stories/creatory-MisThy-and-Linh-Ngoc-Dam,[],0,0,0,0,0
163,"December 23, 2021",Focus on Original Content: How Webedia Increased Facebook Video Revenue by 300%,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/webedia-video-revenue,[],0,0,0,0,0
164,"December 22, 2021","Latin American Fact-Checking Consortia Boost Integrity, Veracity during Election Seasons",ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/third-party-fact-checking/latin-american-consortia,[],0,0,0,0,0
165,"December 17, 2021",Hyper-local Portuguese publication beats national news brands for engagement scores | Meta Journalism Project,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/local-portugese-publication-engagement,[],0,0,0,0,0
166,"December 17, 2021",How Athletes Unlimited Uses Facebook and Instagram to Grow and Evolve Women’s Sports,SUCCESS STORIES,,https://www.facebook.com/formedia/success-stories/athletes-unlimited,[],0,0,0,0,0
167,"December 16, 2021",Announcing New Investments in Canada to Support a Healthy and Innovative News Ecosystem | Meta Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/canada-reader-revenue-accelerator,[],0,0,0,0,0
168,"December 14, 2021",Partners Share Tried and True Best Practices for Facebook Video,BEST PRACTICES,,https://www.facebook.com/formedia/blog/publisher-video-best-practices,[],0,0,0,0,0
169,"December 14, 2021",Fan Subscriptions and In-Stream Ads Boost Thai Non-Profit News Outlet Prachatai | Meta Journalism Project,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/prachatai-fan-subscriptions-video,[],0,0,0,0,0
170,"December 13, 2021",+200% revenue growth: What's behind Milenio successful video revenue strategy,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/Milenio-video-revenue-strategy,[],0,0,0,0,0
171,"December 13, 2021","Facebook Helps FloSports Grow OTT Business Via New, Intentional Approach to Social",SUCCESS STORIES,,https://www.facebook.com/formedia/success-stories/FloSports2,[],0,0,0,0,0
172,"December 13, 2021",Meta Partners with Poynter on International Expansion of Media Literacy Program to Help Seniors Detect Misinformation | Meta Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/international-expansion-of-media-literacy-seniors-misinformation,[],0,0,0,0,0
173,"December 10, 2021",How To Investigate Link Distribution Decline on Facebook | Meta Journalism Project,BEST PRACTICES,,https://www.facebook.com/formedia/blog/how-to-investigate-link-distribution-decline-facebook,[],0,0,0,0,0
174,"December 10, 2021",Leveling up comment moderation and creator support | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/comment-moderation-and-support,[],0,0,0,0,0
175,"December 9, 2021",Teen chef Eitan Bernath wants creators to look past follower count | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/my-first-million-chef-eitan,['health_disinfo'],0,0,1,0,0
176,"December 9, 2021",New ways to engage your audience and build your community,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/engaging-audiences-building-community,[],0,0,0,0,0
177,"December 8, 2021",Introducing Professional Mode for Profiles | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/professional-mode-for-profiles,[],0,0,0,0,0
178,"December 8, 2021","How 20 US-based, BIPOC-led Publishers Adapted and Prevailed During the Pandemic | Meta Journalism Project",SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/accelerator/bipoc-publishers-sustainability-grant-results,[],0,0,0,0,0
179,"December 8, 2021",Meta strengthens its commitment to Arab journalists with key regional initiatives | Meta Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/meta-strengthens-its-commitment-to-arab-journalists-with-key-regional-initiatives,[],0,0,0,0,0
180,"December 7, 2021","Stars Fest is here, along with new ways to earn with Stars on Facebook",ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/stars-fest-is-here,[],0,0,0,0,0
181,"December 7, 2021",News in the Cloud: GMA’s Newsroom Digital Transformation,BEST PRACTICES,,https://www.facebook.com/formedia/blog/GMA-newsroom-digital-transformation-cloud,[],0,0,0,0,0
182,"December 6, 2021",6 Ways Young Media Professionals Can Transform Your Newsrooms | Meta Journalism Project,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/young-media-professionals-transform-newsrooms,[],0,0,0,0,0
183,"December 6, 2021",How Newsrooms Can Utilize Instagram Stories for Newsletter Recruitment,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/newsrooms-instagram-stories-newsletters,[],0,0,0,0,0
184,"December 6, 2021",What 3 Brands Learned from Launching Reels on their Platforms,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/instagram-reels-hbcu-fellowship,[],0,0,0,0,0
185,"December 6, 2021",How to Use Facebook Groups to Drive Site Membership | Meta Journalism Project,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/facebook-groups-increase-revenue,[],0,0,0,0,0
186,"December 3, 2021",Why this beauty creator with over 10M followers went all in on Facebook Live,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-roccibella,[],0,0,0,0,0
187,"December 3, 2021",Makeup artist Candylover89 has found a growing community on Facebook Live,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/candylover89-facebook-live-tips,[],0,0,0,0,0
188,"December 2, 2021",Daphnique Springs on the myriad ways fans can support their favorite creators | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/daphnique-springs-monetizing-facebook,[],0,0,0,0,0
189,"December 2, 2021",How Facebook helped Chad Harrell turn his passion into a business | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/chad-harrell-skatelyfe-in-stream-ads,[],0,0,0,0,0
190,"December 2, 2021",Community News Project expands to 100 reporters with $8m/£5.9m in new funding | Meta Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/community-news-project-expands-100-reporters,[],0,0,0,0,0
191,"December 2, 2021",How Brand-safe content helped Lovely Family TV increase revenue,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/lovely-family-tv-brand-safe-facebook-contents,['safety'],0,0,0,0,1
192,"December 1, 2021",Polish newspaper achieves 171% growth in engagement weeks after Meta Video Accelerator | Meta Journalism Project,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/polish-newspaper-growth-engagement,[],0,0,0,0,0
193,"November 30, 2021",7 Portuguese Publishers Join the Audience Development & Retention Accelerator | Meta Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/portugal-2021-participants,[],0,0,0,0,0
194,"November 29, 2021",Apply Now for the 2022 HBCU Summer News Fellowship Program | Meta Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/hbcu-summer-news-fellowship-2022,[],0,0,0,0,0
195,"November 24, 2021",Creators Spotlight: Terrell and Jarius | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/terrell-jarius-joseph-facebook-video,[],0,0,0,0,0
196,"November 24, 2021","Meta and ABERT partner to launch a new training, mentorship and grants program focused on radio and television",ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/meta-abert-new-training-focused-on-radio-and-tv,[],0,0,0,0,0
197,"November 23, 2021",How creator and disability advocate Molly Burke created a safe haven on Facebook | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/molly-burke-facebook-video,[],0,0,0,0,0
198,"November 19, 2021",Creator Spotlight: fromis_9,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-fromis_9,[],0,0,0,0,0
199,"November 18, 2021",Meta announces Human Rights Defender Fund and Journalist Safety Initiative for Asia Pacific,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/meta-announces-human-rights-defender-fund-and-journalist-safety-initiative-for-asia-pacific,[],0,0,0,0,0
200,"November 17, 2021",30 Newsrooms Join US Reader Revenue Accelerators,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/us-reader-revenue-2021-participants,[],0,0,0,0,0
201,"November 17, 2021","How Tempo Secured 14,000 Paying Subscribers In Less Than 1 Year",SUCCESS STORIES,,https://www.facebook.com/formedia/blog//How-Tempo-Secured-14K-Paying-Subscribers-In-Under-1-Year,[],0,0,0,0,0
